"","X1","CTYNAME","YEAR","CTYCODE","MIDTERM","TOTVOTERS","SOCIALCAP.Religious2014","SOCIALCAP.Civic2014","SOCIALCAP.Business2014","SOCIALCAP.Political2014","SOCIALCAP.Professional2014","SOCIALCAP.Labor2014","SOCIALCAP.Bowling2014","SOCIALCAP.Recreational2014","SOCIALCAP.Golf2014","SOCIALCAP.Sports2014","SOCIALCAP.pop2014","SOCIALCAP.assn2014","SOCIALCAP.pvote2012","SOCIALCAP.respn2010","SOCIALCAP.nccs2014","SOCIALCAP.sk2014","SOCIALCAP.relig09","SOCIALCAP.civic09","SOCIALCAP.bus09","SOCIALCAP.pol09","SOCIALCAP.prof09","SOCIALCAP.labor09","SOCIALCAP.bowl09","SOCIALCAP.fitns09","SOCIALCAP.golf09","SOCIALCAP.sport09","SOCIALCAP.pop09","SOCIALCAP.respn10","SOCIALCAP.pvote08","SOCIALCAP.nccs09","SOCIALCAP.assn09","SOCIALCAP.sk09","HOUSE.Congress (Years)","HOUSE.# of House Seats","HOUSE.Democrats","HOUSE.Republicans","HOUSE.Other","HOUSE.Del./Res.","SENATE.Session","SENATE.Total Seats","SENATE.Democrat","SENATE.Republican","SENATE.Other Parties","STATELEGIS.Session","STATELEGIS.House","STATELEGIS.Senate","STATELEGIS.Governor","VOTE_ELI.HD01_VD09","VOTE_ELI.HD01_VD11","VOTE_ELI.HD01_VD20","VOTE_ELI.HD01_VD22","VOTE_ELIGIBLE","Citizen: Total","Citizen: US Born","Citizen: Puerto Rico/US Islands Born","Citizen: Born Abroad","Citizen: Naturalization","Not Citizen","Percent Married","Percent Divorced","POPULATION","WHITE","BLACK","INDIAN","ASIAN","HAWAIIAN","OTHERS","INCOME.GEO.id","INCOME.GEO.id2","INCOME.GEO.display-label","INCOME.HC01_EST_VC01","INCOME.HC01_MOE_VC01","INCOME.HC02_EST_VC01","INCOME.HC02_MOE_VC01","INCOME.HC03_EST_VC01","INCOME.HC03_MOE_VC01","INCOME.HC04_EST_VC01","INCOME.HC04_MOE_VC01","INCOME.HC01_EST_VC02","INCOME.HC01_MOE_VC02","INCOME.HC02_EST_VC02","INCOME.HC02_MOE_VC02","INCOME.HC03_EST_VC02","INCOME.HC03_MOE_VC02","INCOME.HC04_EST_VC02","INCOME.HC04_MOE_VC02","INCOME.HC01_EST_VC03","INCOME.HC01_MOE_VC03","INCOME.HC02_EST_VC03","INCOME.HC02_MOE_VC03","INCOME.HC03_EST_VC03","INCOME.HC03_MOE_VC03","INCOME.HC04_EST_VC03","INCOME.HC04_MOE_VC03","INCOME.HC01_EST_VC04","INCOME.HC01_MOE_VC04","INCOME.HC02_EST_VC04","INCOME.HC02_MOE_VC04","INCOME.HC03_EST_VC04","INCOME.HC03_MOE_VC04","INCOME.HC04_EST_VC04","INCOME.HC04_MOE_VC04","INCOME.HC01_EST_VC05","INCOME.HC01_MOE_VC05","INCOME.HC02_EST_VC05","INCOME.HC02_MOE_VC05","INCOME.HC03_EST_VC05","INCOME.HC03_MOE_VC05","INCOME.HC04_EST_VC05","INCOME.HC04_MOE_VC05","INCOME.HC01_EST_VC06","INCOME.HC01_MOE_VC06","INCOME.HC02_EST_VC06","INCOME.HC02_MOE_VC06","INCOME.HC03_EST_VC06","INCOME.HC03_MOE_VC06","INCOME.HC04_EST_VC06","INCOME.HC04_MOE_VC06","INCOME.HC01_EST_VC07","INCOME.HC01_MOE_VC07","INCOME.HC02_EST_VC07","INCOME.HC02_MOE_VC07","INCOME.HC03_EST_VC07","INCOME.HC03_MOE_VC07","INCOME.HC04_EST_VC07","INCOME.HC04_MOE_VC07","INCOME.HC01_EST_VC08","INCOME.HC01_MOE_VC08","INCOME.HC02_EST_VC08","INCOME.HC02_MOE_VC08","INCOME.HC03_EST_VC08","INCOME.HC03_MOE_VC08","INCOME.HC04_EST_VC08","INCOME.HC04_MOE_VC08","INCOME.HC01_EST_VC09","INCOME.HC01_MOE_VC09","INCOME.HC02_EST_VC09","INCOME.HC02_MOE_VC09","INCOME.HC03_EST_VC09","INCOME.HC03_MOE_VC09","INCOME.HC04_EST_VC09","INCOME.HC04_MOE_VC09","INCOME.HC01_EST_VC10","INCOME.HC01_MOE_VC10","INCOME.HC02_EST_VC10","INCOME.HC02_MOE_VC10","INCOME.HC03_EST_VC10","INCOME.HC03_MOE_VC10","INCOME.HC04_EST_VC10","INCOME.HC04_MOE_VC10","INCOME.HC01_EST_VC11","INCOME.HC01_MOE_VC11","INCOME.HC02_EST_VC11","INCOME.HC02_MOE_VC11","INCOME.HC03_EST_VC11","INCOME.HC03_MOE_VC11","INCOME.HC04_EST_VC11","INCOME.HC04_MOE_VC11","INCOME.HC01_EST_VC13","INCOME.HC01_MOE_VC13","INCOME.HC02_EST_VC13","INCOME.HC02_MOE_VC13","INCOME.HC03_EST_VC13","INCOME.HC03_MOE_VC13","INCOME.HC04_EST_VC13","INCOME.HC04_MOE_VC13","INCOME.HC01_EST_VC15","INCOME.HC01_MOE_VC15","INCOME.HC02_EST_VC15","INCOME.HC02_MOE_VC15","INCOME.HC03_EST_VC15","INCOME.HC03_MOE_VC15","INCOME.HC04_EST_VC15","INCOME.HC04_MOE_VC15","INCOME.HC01_EST_VC18","INCOME.HC01_MOE_VC18","INCOME.HC02_EST_VC18","INCOME.HC02_MOE_VC18","INCOME.HC03_EST_VC18","INCOME.HC03_MOE_VC18","INCOME.HC04_EST_VC18","INCOME.HC04_MOE_VC18","INCOME.HC01_EST_VC19","INCOME.HC01_MOE_VC19","INCOME.HC02_EST_VC19","INCOME.HC02_MOE_VC19","INCOME.HC03_EST_VC19","INCOME.HC03_MOE_VC19","INCOME.HC04_EST_VC19","INCOME.HC04_MOE_VC19","INCOME.HC01_EST_VC20","INCOME.HC01_MOE_VC20","INCOME.HC02_EST_VC20","INCOME.HC02_MOE_VC20","INCOME.HC03_EST_VC20","INCOME.HC03_MOE_VC20","INCOME.HC04_EST_VC20","INCOME.HC04_MOE_VC20","VOTEPERCENT","PresYear","HOUSE.Control","SENATE.Control","MONEY.House","MONEY.Governor","MONEY.StateOther","MONEY.StateSenate","MONEY.StateHouse","MONEY.Senate","MONEY.President"
"521",521,"pine",2012,58,0,14089,26,11,1,0,0,0,0,0,4,0,29109,1.44285272596104,0.802217371323529,0.64,161,0.593552983034202,22,12,2,0,0,0,0,2,2,0,29655,0.64,0.6462237,173,1.34884505142472,0.18052190724737,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",12145,156,10453,143,22897,29564,28858,37,119,306,244,"53.7","13.0",29564,27169,628,836,139,10,184,"0500000US27115",27115,"Pine County, Minnesota",11967,238,7955,231,"6220","213",4012,214,7.3,0.9,4.4,1.1,"1.7","0.7",15.3,2.2,4.9,0.7,2.9,0.7,"1.7","0.7",10.1,1.6,13.9,1.4,9.7,1.2,"8.1","1.2",21.6,3.1,13.1,1.3,11.8,1.5,"10.1","1.5",16.9,2.7,17.5,1.4,17.8,1.5,"16.9","1.6",16.2,2.6,20.8,1.2,23.6,1.6,"25.6","2.0",12.8,2.2,11.6,1.1,15,1.6,"17.9","1.8",4.1,1.4,8.1,0.9,11,1.3,"13.7","1.7",1.9,0.6,1.8,0.4,2.3,0.6,"2.9","0.7",0.5,0.3,1,0.3,1.2,0.4,"1.5","0.5",0.6,0.6,44291,1380,53350,1839,60561,2418,26333,1737,53392,1310,61735,1559,"68974","1976",33982,2123,27.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",26.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",27.6,"(X)",0.615320784382233,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"522",522,"pine",2016,58,0,13954,26,11,1,0,0,0,0,0,4,0,29109,1.44285272596104,0.802217371323529,0.64,161,0.593552983034202,22,12,2,0,0,0,0,2,2,0,29655,0.64,0.6462237,173,1.34884505142472,0.18052190724737,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",12129,97,10463,138,22827,29067,28410,13,153,253,238,"49.7","14.6",29067,26585,615,705,149,13,177,"0500000US27115",27115,"Pine County, Minnesota",10993,233,7008,212,"5557","175",3985,214,8.2,1.1,3.7,0.9,"1.6","0.6",17.2,2.5,6,0.8,1.9,0.5,"1.2","0.5",13.8,2.1,12.2,1.1,8.8,1.2,"6.5","1.0",20.1,2.4,12.1,1.4,12.1,1.6,"10.3","1.5",13.1,2.2,16.1,1.1,17,1.4,"17.0","1.7",13.6,1.7,20.2,1.6,23.1,1.7,"24.4","1.8",13.9,2.4,11.5,1,15.6,1.3,"17.7","1.4",3.9,1.1,9.1,0.7,12.1,1.1,"14.6","1.3",2.7,1,3,0.5,3.8,0.8,"4.2","0.9",1.3,0.7,1.6,0.4,2.1,0.5,"2.4","0.6",0.5,0.2,45379,1681,56229,1867,63480,1750,24217,2132,56540,1430,66884,1891,"73253","2100",35063,2237,32.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",33.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.2,"(X)",0.611293643492356,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"523",523,"pipestone",2008,59,0,4843,21,1,1,0,0,0,0,0,1,0,9301,2.58036770239759,0.809407665505226,0.81,76,2.04069168452711,21,1,1,0,0,0,2,0,1,0,9624,0.81,0.6641306,98,2.70157938487116,1.97678948018814,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"524",524,"pipestone",2012,59,0,4682,21,1,1,0,0,0,0,0,1,0,9301,2.58036770239759,0.809407665505226,0.81,76,2.04069168452711,21,1,1,0,0,0,2,0,1,0,9624,0.81,0.6641306,98,2.70157938487116,1.97678948018814,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",3334,46,3656,15,7051,9536,9265,5,28,69,169,"59.3","9.8",9536,8944,62,144,32,12,194,"0500000US27117",27117,"Pipestone County, Minnesota",3879,123,2627,98,"2122","124",1252,116,5.9,1.4,3.1,1.3,"1.2","0.7",12.5,3.5,7.3,1.7,3.6,1.7,"1.4","0.7",16.1,4,14.3,2.2,10.9,3,"8.4","2.3",21.1,4.2,11.5,1.8,10.2,2.1,"8.0","1.8",17.7,4.2,15.6,2.1,14.5,2.4,"15.2","2.4",16.5,4.2,22.6,2.5,26.5,3.1,"27.9","3.6",12.1,4.2,10.6,2.1,14.2,2.8,"17.1","3.3",2.1,1,8.6,2.1,12.3,3,"14.8","3.5",0.8,0.5,1.9,0.7,2.7,1.1,"3.3","1.3",0.2,0.2,1.8,0.8,2.2,1.2,"2.7","1.4",1,0.9,44817,2531,54756,3553,63967,2421,25278,4679,55715,2964,66153,3980,"N","N",31857,3018,28.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",25.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",31.9,"(X)",0.664019288044249,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"525",525,"pipestone",2016,59,0,4847,21,1,1,0,0,0,0,0,1,0,9301,2.58036770239759,0.809407665505226,0.81,76,2.04069168452711,21,1,1,0,0,0,2,0,1,0,9624,0.81,0.6641306,98,2.70157938487116,1.97678948018814,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",3202,45,3474,61,6782,9285,8928,4,10,108,235,"60.0","9.5",9285,8609,125,124,91,0,121,"0500000US27117",27117,"Pipestone County, Minnesota",3998,123,2633,132,"2147","117",1365,135,7,1.6,4.3,1.8,"0.5","0.4",13,3.5,6.2,1.2,1.8,0.9,"1.1","0.4",15.4,3.1,11.1,2.4,7.2,2.6,"4.9","2.3",17.4,4,12.2,1.7,9.2,2,"6.8","1.5",19.7,3.9,14.5,1.9,15.8,2.8,"16.4","3.0",13.1,3.4,22.6,2.6,26.1,3.2,"28.1","3.7",14.1,3.6,12,1.9,16.1,2.3,"18.9","2.9",2.9,1.6,9.3,1.6,13,2.2,"15.8","2.6",2,2.1,2.3,0.8,3.2,1.1,"3.9","1.3",0.7,0.8,2.9,0.8,3.4,1,"3.6","1.0",1.8,1.2,48944,2887,60072,3049,67827,3467,27025,2511,63062,5016,73272,4957,"N","N",41753,9730,35.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",37.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",30.9,"(X)",0.714685933352993,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"526",526,"polk",2008,60,0,15406,47,13,4,0,0,2,0,3,6,1,31517,2.41139702382841,0.789055367595725,0.76,267,1.87463817141636,47,12,2,0,0,2,1,2,5,0,31423,0.76,0.6421004,295,2.25949145530344,1.40090967690314,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",11552,80,11904,154,23690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0500000US27119",27119,"Polk County, Minnesota",12413,709,8206,531,"6737","497",4207,455,8,1.9,3.8,1.5,"1.1","1.0",17.5,5.3,8.7,2,5.1,2.2,"1.5","0.7",16.6,4.8,11,1.8,5.4,1.3,"4.4","1.4",22.1,4.9,10.6,2,8.3,1.9,"5.3","1.4",18.9,5.4,14.6,2.3,15.3,2.6,"15.7","3.1",10.5,3.3,22.9,2.5,27.8,3.4,"31.6","3.8",10.5,4,13.4,1.8,18.9,2.7,"22.2","3.1",2.8,1.4,8.2,1.2,11.7,1.7,"13.8","2.2",0.9,0.8,1.8,0.7,2.7,1.1,"2.9","1.3",0.1,0.2,0.9,0.4,1.2,0.6,"1.4","0.7",0.2,0.2,46482,3325,62318,2525,67046,3716,21980,3682,54270,2123,66650,2901,"73781","3188",28160,2823,25.8,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",25.2,"(X)",0.650316589278176,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"527",527,"polk",2012,60,0,14782,47,13,4,0,0,2,0,3,6,1,31517,2.41139702382841,0.789055367595725,0.76,267,1.87463817141636,47,12,2,0,0,2,1,2,5,0,31423,0.76,0.6421004,295,2.25949145530344,1.40090967690314,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",11765,68,11656,130,23619,31426,30401,52,209,262,502,"54.9","8.9",31426,29303,243,462,236,39,627,"0500000US27119",27119,"Polk County, Minnesota",12569,213,8450,217,"6750","257",4119,257,7.9,1.5,4.4,1.5,"0.8","0.4",15.3,2.9,6,1.1,1.9,1,"1.1","1.0",14.5,3.1,11.6,1.3,6.9,1.3,"4.8","1.0",21.9,3.2,10,1,8.6,1.2,"7.9","1.3",13.3,2.5,14.5,1.5,14.4,1.8,"12.3","1.7",16.1,3.1,19.7,1.9,21.7,2.2,"22.9","2.0",14.7,3,13.8,1.6,18.8,2.2,"22.1","2.6",3.3,1,11.8,1.3,16.7,1.8,"20.0","2.2",0.6,0.3,2.9,0.6,4.2,1,"5.2","1.2",0,0.1,1.6,0.4,2.3,0.6,"2.9","0.8",0.1,0.1,49859,2132,65357,2440,75248,2985,24059,2318,61113,1759,75139,2449,"84666","2979",30524,1634,29.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",26.9,"(X)",0.625852068250138,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"528",528,"polk",2016,60,0,14962,47,13,4,0,0,2,0,3,6,1,31517,2.41139702382841,0.789055367595725,0.76,267,1.87463817141636,47,12,2,0,0,2,1,2,5,0,31423,0.76,0.6421004,295,2.25949145530344,1.40090967690314,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",11742,101,11479,240,23562,31550,30355,10,211,360,614,"53.2","9.1",31550,29368,446,373,240,16,318,"0500000US27119",27119,"Polk County, Minnesota",12608,238,7962,236,"6479","213",4646,246,7,0.9,3.1,1,"1.2","0.5",15,2.5,6.4,1.1,2,0.8,"1.5","0.9",14.1,2.7,10.6,1.3,6.4,1.4,"3.0","0.6",18.1,2.3,10.1,1.1,7.7,1.3,"5.7","1.0",15.7,2.4,12.8,1.2,11.2,1.5,"10.4","1.5",14.5,2.2,18.9,1.6,20.5,1.8,"21.8","1.9",14.6,2.7,13.5,1.3,18.8,2.1,"21.3","2.3",4.3,1.3,14.4,1.3,21.5,2,"24.6","2.1",2.3,0.9,3.7,0.7,5.1,1,"6.0","1.2",0.6,0.5,2.6,0.5,3.6,0.9,"4.4","1.1",0.8,0.6,53059,1421,73635,3012,80293,2261,26290,1581,65986,1816,82553,2573,"91485","2812",35297,2281,26.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",23.1,"(X)",0.635005517358459,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"529",529,"pope",2008,61,0,6577,23,2,2,0,1,0,0,2,2,0,10952,2.9218407596786,0.79495990836197,0.73,111,2.65544298838397,25,3,2,0,1,0,0,2,3,0,11034,0.73,0.7395338,120,3.2626427406199,2.97562763640396,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"530",530,"pope",2012,61,0,6285,23,2,2,0,1,0,0,2,2,0,10952,2.9218407596786,0.79495990836197,0.73,111,2.65544298838397,25,3,2,0,1,0,0,2,3,0,11034,0.73,0.7395338,120,3.2626427406199,2.97562763640396,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",4300,24,4299,27,8650,10978,10863,16,28,54,17,"62.7","8.0",10978,10781,53,48,35,0,0,"0500000US27121",27121,"Pope County, Minnesota",4757,120,3170,103,"2785","107",1587,128,5.5,1.5,1.4,0.6,"1.3","0.7",13.8,4.6,5.3,1.1,2.6,0.8,"2.4","0.9",11,2.9,11.1,1.5,7.6,1.5,"5.2","1.1",19.8,3.7,10.2,1.4,8.8,1.6,"6.9","1.6",12.7,3.1,16.4,2.3,15.7,2.3,"15.6","2.4",18.7,4.9,21.2,1.8,23.2,2.4,"23.9","2.7",14.6,3,14.3,1.6,19.1,2.1,"21.1","2.3",4.7,1.7,9.6,1.1,12.7,1.4,"14.3","1.5",3.3,1.5,3.4,0.8,4.4,1,"5.0","1.2",1.2,1.1,3,0.8,4.4,1.2,"4.4","1.2",0.2,0.2,51148,1496,63084,2467,68325,4056,29493,4404,65532,2982,78672,3983,"N","N",37783,3109,24.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",22.7,"(X)",0.726589595375723,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"531",531,"pope",2016,61,0,6368,23,2,2,0,1,0,0,2,2,0,10952,2.9218407596786,0.79495990836197,0.73,111,2.65544298838397,25,3,2,0,1,0,0,2,3,0,11034,0.73,0.7395338,120,3.2626427406199,2.97562763640396,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",4273,7,4279,44,8603,10975,10844,8,16,59,48,"62.2","10.5",10975,10679,49,47,38,0,57,"0500000US27121",27121,"Pope County, Minnesota",4815,126,3156,121,"2716","113",1659,115,5.3,1.4,2.9,1.7,"2.9","1.9",10.2,2.8,5,1.1,1.8,0.8,"1.1","0.7",11.4,2.9,8.9,1.4,4.8,1,"4.6","1.1",17.1,3.9,10.4,1.8,7.7,1.7,"6.4","1.4",15.7,3.7,15.1,1.8,13.7,2,"12.6","2.0",18.5,3.8,21.6,2.5,24.2,2.8,"24.3","3.0",15.6,3.4,14.5,1.6,18.5,2,"19.0","2.0",6.4,2,13,1.7,18.2,2.4,"19.8","2.5",3.3,1.4,3.3,0.8,4.2,1,"4.8","1.2",1,1,2.9,0.6,4,0.8,"4.5","0.9",0.8,0.4,55180,2723,69410,2791,71951,3768,32296,2231,69227,3540,82319,4830,"N","N",42779,3931,29.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",29.6,"(X)",0.740206904568174,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"532",532,"ramsey",2008,62,0,278169,301,71,55,13,35,68,5,56,10,3,533634,1.15622317918274,0.825202806888775,0.82,3890,0.671280159383919,295,74,72,16,33,71,5,45,12,5,506590,0.82,0.7306169,4144,1.23966126453345,0.78325620913115,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",155086,10456,173252,12262,351056,501428,438800,464,2773,27268,32123,"46.2","10.5",501428,389084,42600,2629,45450,32,4608,"0500000US27123",27123,"Ramsey County, Minnesota",202883,1516,116294,1902,"83998","1703",86589,1839,7.4,0.6,4,0.5,"1.0","0.2",12.6,1.1,4.8,0.4,2.8,0.4,"1.3","0.3",7.9,0.8,9.9,0.6,6.1,0.6,"3.4","0.6",15,1.1,10.6,0.6,8.4,0.7,"5.9","0.7",14.1,1.1,14.5,0.6,12.2,0.8,"10.0","0.9",17.9,1.1,18.6,0.8,18.9,1,"19.1","1.2",17.5,1.2,12.6,0.5,16.4,0.8,"19.7","1.0",7.2,0.6,12.9,0.6,18.1,0.9,"22.4","1.1",5.5,0.7,4.4,0.4,6.6,0.6,"8.6","0.8",1.3,0.3,4.2,0.3,6.5,0.5,"8.5","0.7",1,0.3,53141,712,71485,1793,85539,1578,35317,1142,71643,1460,89370,2105,"105538","2436",45679,1417,19.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",19.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",17.6,"(X)",0.792377854245476,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"533",533,"ramsey",2012,62,0,280010,301,71,55,13,35,68,5,56,10,3,533634,1.15622317918274,0.825202806888775,0.82,3890,0.671280159383919,295,74,72,16,33,71,5,45,12,5,506590,0.82,0.7306169,4144,1.23966126453345,0.78325620913115,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",156103,13817,174476,15183,359579,510885,436271,441,2839,31662,39672,"44.4","10.1",510885,366877,55021,3159,60239,237,7765,"0500000US27123",27123,"Ramsey County, Minnesota",204787,812,119222,1201,"85374","1110",85565,1223,7.5,0.4,4.7,0.4,"1.3","0.2",12.2,0.7,4.9,0.3,3.2,0.4,"1.4","0.3",7.6,0.6,10,0.5,7,0.6,"3.9","0.4",14.8,0.8,10.8,0.5,8.8,0.7,"6.6","0.6",14,0.8,14.2,0.4,11.3,0.5,"9.3","0.5",18.2,0.8,17.9,0.5,18.2,0.6,"18.7","0.8",17,0.8,12.9,0.4,15.7,0.7,"18.6","0.8",8.2,0.5,13,0.4,18,0.6,"22.8","0.8",5.2,0.5,4.8,0.3,7,0.4,"9.1","0.5",1.5,0.3,4.2,0.2,6.2,0.4,"8.3","0.5",1.3,0.2,53152,719,70770,1177,85916,1201,36036,775,72038,937,88396,1376,"105431","1831",46868,1034,21.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",21.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",20,"(X)",0.778716220913902,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
